566|ifa|Indirect Immunofluorescent Assay|Indirect Immunofluorescent Assay|Y|06/06/2014|12/31/2099
567|latex agglut|Latex Agglutination|Latex Agglutination|Y|06/06/2014|12/31/2099
568|macro id|Macroscopic Identification|Macroscopic Identification|Y|06/06/2014|12/31/2099
569|micro agglut|Microagglutination|Microagglutination|Y|06/06/2014|12/31/2099
570|mid|Micro Immunodiffusion|Micro Immunodiffusion|Y|06/06/2014|12/31/2099
571|misc|Miscellaneous|Miscellaneous|Y|06/06/2014|12/31/2099
572|multispot|Multispot|Multispot|Y|06/06/2014|12/31/2099
573|send out|Sent to Reference Lab|Sent to Reference Lab|Y|06/06/2014|12/31/2099
574|sv|Shell Vial Assay|Shell Vial Assay|Y|06/06/2014|12/31/2099
575|tma|Transcription-Mediated Amplification|Transcription-Mediated Amplification|Y|06/06/2014|12/31/2099
576|tube agglut|Tube Agglutination|Tube Agglutination|Y|06/06/2014|12/31/2099
577|vculture|Virus Isolation and Identification|Virus Isolation and Identification|Y|06/06/2014|12/31/2099
578|vectest|Antigen Antibody Assay|Antigen Antibody Assay|Y|06/06/2014|12/31/2099
579|western blot|Western Blot|Western Blot|Y|06/06/2014|12/31/2099
580|fda metals|Elemental analysis of food using FDA 4.7 & T039|FDA 4.7 SHL|Y|07/01/2014|12/31/2099
581|electrophoresis|gel electrophoresis|Gel Electrophoresis|Y|07/28/2014|12/31/2099
582|vdrl|Venereal Disease Research Laboratory|Venereal Disease Research Laboratory|Y|08/01/2014|12/31/2099
583|tppa|Treponema pallidum Particle Agglutination Assay|Treponema pallidum Particle Agglutination Assay|Y|08/01/2014|12/31/2099
584|qeia|qualitative enzyme immunoassay|Qualitative Enzyme Immunoassay|Y|08/01/2014|12/31/2099
585|hasl 300 u 02 rc|Isotopic Uranium in Biological and Environmental Materials|HASL-300 U-02-RC|Y|08/11/2014|12/31/2999
586|hasl 300 po 02 rc|Po-210 in Water, Vegetation, Soil and Air Filters|HASL-300 Po-02-RC|Y|08/11/2014|12/31/2999
587|industrial hygiene|general method of IH work by LC & GC|Industrial Hygiene Sample Prep|Y|09/01/2014|09/01/2099
